Month_Year,Customer_ID,SF_Activity_Count,SF_Selling_Time,SF_Activity_Time_,Activity_Type,Sales_Rep,Opportunity_Stage
2023-09-01,C00019,3,1.1,2.34,Demo,Rep_02,Prospecting
2023-12-01,C00019,4,1.11,2.3,Call,Rep_12,Nurture
2024-01-01,C00019,3,3.44,1.76,Call,Rep_05,
2024-02-01,C00019,3,3.48,1.19,Meeting,Rep_16,Closed Won
2024-04-01,C00019,3,3.47,1.59,Demo,Rep_07,Closed Lost
2025-03-01,C00019,1,0.31,0.73,Call,Rep_12,Prospecting
2025-04-01,C00019,7,3.47,4.82,Meeting,Rep_17,Prospecting
2025-08-01,C00019,4,2.24,1.58,Call,Rep_13,Prospecting
2025-12-01,C00019,4,4.67,1.52,Email,Rep_14,Closed Won
2023-06-01,C00020,3,1.77,1.56,Call,Rep_08,Proposal
2023-10-01,C00020,4,1.47,1.31,Email,Rep_10,Negotiation
2024-03-01,C00020,1,0.82,0.33,Call,Rep_23,Qualification
2024-07-01,C00020,4,3.95,2.83,Call,Rep_20,Prospecting
2024-10-01,C00020,2,0.74,1.19,Email,Rep_18,Nurture
2024-12-01,C00020,3,1.31,2.3,Proposal,Rep_05,Qualification
2025-03-01,C00020,4,4.17,2.29,Call,Rep_06,Closed Lost
2025-10-01,C00020,4,1.53,3.17,Demo,Rep_20,Prospecting
2023-01-01,C00021,3,2.53,2.64,Demo,Rep_06,Prospecting
2023-02-01,C00021,9,6.92,1.48,Call,Rep_13,Negotiation
2023-04-01,C00021,7,5.09,1.54,Demo,Rep_22,Proposal
2023-05-01,C00021,6,3.78,5.09,Meeting,Rep_19,Prospecting
2023-08-01,C00021,7,5.69,2.35,Account Review,Rep_04,Negotiation
2023-09-01,C00021,3,2.69,2.34,Account Review,Rep_23,Nurture
2023-11-01,C00021,3,1.77,1.19,Call,Rep_17,Prospecting
2023-12-01,C00021,5,4.73,1.67,Call,Rep_22,Closed Won
2024-01-01,C00021,9,2.84,3.74,Email,Rep_04,Prospecting
2024-03-01,C00021,2,0.85,0.88,Call,Rep_20,Proposal
2024-04-01,C00021,1,0.39,0.72,Call,Rep_18,Closed Lost
2025-01-01,C00021,4,3.47,1.38,Meeting,Rep_04,Negotiation
2025-04-01,C00021,1,0.9,0.89,Proposal,Rep_10,Nurture
2025-11-01,C00021,1,0.67,0.83,Meeting,Rep_23,Nurture
2023-01-01,C00022,1,1.18,0.37,Email,Rep_24,Qualification
2023-02-01,C00022,4,2.68,3.16,Email,Rep_01,Prospecting
2023-04-01,C00022,1,0.64,0.52,Meeting,Rep_24,Prospecting
2023-05-01,C00022,1,0.26,0.61,Demo,Rep_16,Closed Lost
2023-07-01,C00022,1,0.5,0.64,Proposal,Rep_05,Nurture
2023-10-01,C00022,5,1.39,3.01,Account Review,Rep_07,Proposal
2023-12-01,C00022,3,1.88,1.0,Email,Rep_02,Proposal
2024-01-01,C00022,3,2.05,1.18,Email,Rep_01,Closed Won
2024-04-01,C00022,2,1.32,1.17,Proposal,Rep_11,Qualification
2024-06-01,C00022,3,3.42,1.96,Call,Rep_18,Prospecting
2024-08-01,C00022,3,2.12,1.72,Call,Rep_18,Proposal
2024-09-01,C00022,5,4.17,3.9,Email,Rep_20,Closed Won
2024-12-01,C00022,1,0.56,0.35,Call,Rep_11,Negotiation
2025-04-01,C00022,2,0.58,1.78,Proposal,Rep_08,Prospecting
2025-05-01,C00022,4,3.79,0.88,Meeting,Rep_02,Prospecting
2025-06-01,C00022,3,3.23,0.5,Demo,Rep_06,Nurture
2025-10-01,C00022,3,1.46,1.59,Meeting,Rep_09,Nurture
2025-11-01,C00022,1,0.61,0.28,Proposal,Rep_07,Qualification
2025-12-01,C00022,1,0.7,0.25,Call,Rep_23,Negotiation
2023-05-01,C00023,1,0.9,0.6,Email,Rep_23,Closed Lost
2023-06-01,C00023,3,1.01,2.14,Call,Rep_19,Nurture
2023-09-01,C00023,1,1.03,0.29,Call,Rep_15,Closed Won
2023-10-01,C00023,1,0.7,0.21,Meeting,Rep_12,Negotiation
2023-12-01,C00023,1,0.37,0.9,Email,Rep_24,Qualification
2024-06-01,C00023,2,2.38,0.61,Demo,Rep_07,Qualification
2024-07-01,C00023,5,3.56,1.64,Call,Rep_16,Prospecting
2024-09-01,C00023,6,1.58,4.62,Account Review,Rep_02,Qualification
2024-10-01,C00023,4,2.35,2.22,Demo,Rep_12,Closed Won
2024-11-01,C00023,1,1.0,0.69,Email,Rep_13,Nurture
2024-12-01,C00023,3,3.02,1.7,Call,Rep_01,Prospecting
2025-02-01,C00023,1,0.82,0.88,Email,Rep_01,Proposal
2025-04-01,C00023,1,1.13,0.51,Email,Rep_16,Closed Won
2025-05-01,C00023,7,2.8,5.71,Call,Rep_07,Nurture
2025-08-01,C00023,1,0.42,0.81,Meeting,Rep_02,Proposal
2025-10-01,C00023,3,3.45,1.66,Meeting,Rep_01,Nurture
2023-02-01,C00024,2,1.41,1.74,Account Review,Rep_02,Nurture
2023-03-01,C00024,4,4.06,3.3,Proposal,Rep_19,Qualification
2023-05-01,C00024,8,5.07,4.39,Email,Rep_12,Prospecting
2023-06-01,C00024,5,1.26,1.24,Email,Rep_14,Prospecting
2023-07-01,C00024,1,1.07,0.61,Call,Rep_24,Prospecting
2023-09-01,C00024,5,3.13,1.24,Call,Rep_05,Qualification
2023-10-01,C00024,4,2.78,2.62,Demo,Rep_07,Closed Won
2023-11-01,C00024,2,0.62,0.68,Call,Rep_19,Qualification
2023-12-01,C00024,4,2.21,2.51,Email,Rep_05,Qualification
2024-02-01,C00024,2,1.17,1.16,Demo,Rep_07,Nurture
2024-03-01,C00024,4,2.74,0.61,Call,Rep_19,Prospecting
2024-05-01,C00024,5,2.02,2.67,Call,Rep_22,Prospecting
2024-06-01,C00024,8,8.9,1.22,Email,Rep_19,Closed Won
2024-07-01,C00024,1,0.53,0.26,Demo,Rep_09,Qualification
2024-08-01,C00024,6,3.22,4.14,Call,Rep_12,Proposal
2024-09-01,C00024,5,5.28,3.27,Call,Rep_23,Prospecting
2024-11-01,C00024,2,0.51,0.99,Email,Rep_18,Negotiation
2024-12-01,C00024,1,0.69,0.5,Account Review,Rep_06,Proposal
2025-01-01,C00024,6,3.58,1.47,Meeting,Rep_14,Negotiation
2025-03-01,C00024,3,3.5,0.91,Call,Rep_22,Negotiation
2025-04-01,C00024,1,0.42,0.17,Email,Rep_04,Closed Lost
2025-06-01,C00024,4,4.23,1.48,Account Review,Rep_23,Qualification
2025-07-01,C00024,6,4.86,1.0,Call,Rep_15,Prospecting
2025-08-01,C00024,1,0.96,0.17,Call,Rep_15,Negotiation
2025-10-01,C00024,3,1.31,1.77,Demo,Rep_08,
2025-11-01,C00024,5,5.57,3.0,Email,Rep_13,
2023-03-01,C00025,5,4.31,0.8,Email,Rep_14,Prospecting
2023-05-01,C00025,1,0.64,0.42,Call,Rep_25,Closed Won
2023-07-01,C00025,3,1.28,2.16,Call,Rep_10,Prospecting
2023-10-01,C00025,2,0.9,0.52,Account Review,Rep_05,Closed Won
2023-12-01,C00025,1,0.4,0.61,Proposal,Rep_07,Nurture
2024-02-01,C00025,2,0.89,0.35,Proposal,Rep_03,Proposal
2024-04-01,C00025,2,1.76,0.4,Email,Rep_02,Prospecting
2024-09-01,C00025,3,1.7,2.28,Email,Rep_22,Proposal
2025-01-01,C00025,6,2.12,2.26,Email,Rep_13,Prospecting
2025-05-01,C00025,1,0.36,0.51,Email,Rep_13,Qualification
2025-10-01,C00025,1,0.53,0.27,Call,Rep_15,Proposal
2025-12-01,C00025,4,1.85,2.98,Call,Rep_25,Qualification
2023-01-01,C00026,5,1.32,1.36,Meeting,Rep_07,Proposal
2023-07-01,C00026,3,1.49,2.0,Email,Rep_21,Prospecting
2023-08-01,C00026,4,4.1,1.53,Call,Rep_02,Prospecting
2023-09-01,C00026,4,3.62,0.7,Email,Rep_17,Proposal
2023-11-01,C00026,3,2.64,0.96,Email,Rep_14,Proposal
2024-04-01,C00026,5,2.17,1.41,Email,Rep_25,Proposal
2024-06-01,C00026,3,3.22,1.8,Meeting,Rep_07,Proposal
2024-07-01,C00026,3,2.98,1.22,Proposal,Rep_24,Closed Won
2024-08-01,C00026,2,1.75,1.39,Account Review,Rep_12,Qualification
2024-09-01,C00026,2,2.03,0.34,Account Review,Rep_02,Nurture
2024-10-01,C00026,1,0.53,0.74,Call,Rep_23,Proposal
2025-10-01,C00026,1,1.07,0.69,Email,Rep_03,Nurture
2025-11-01,C00026,1,0.88,0.59,Account Review,Rep_19,Prospecting
2023-02-01,C00027,2,0.55,0.46,Email,Rep_17,Qualification
2023-03-01,C00027,1,0.55,0.81,Meeting,Rep_02,Qualification
2023-04-01,C00027,3,2.34,0.99,Email,Rep_24,Closed Won
2023-06-01,C00027,4,4.27,1.52,Account Review,Rep_21,Proposal
2023-09-01,C00027,2,0.72,1.25,Email,Rep_15,Qualification
2023-10-01,C00027,3,0.77,0.66,Email,Rep_12,Prospecting
2023-11-01,C00027,2,2.03,1.64,Email,Rep_03,Qualification
2023-12-01,C00027,3,2.99,2.56,Meeting,Rep_07,Prospecting
2024-03-01,C00027,2,0.67,1.52,Meeting,Rep_24,Prospecting
2024-05-01,C00027,1,0.91,0.32,Call,Rep_02,Nurture
2024-08-01,C00027,1,0.43,0.51,Meeting,Rep_18,Nurture
2024-09-01,C00027,2,1.67,0.88,Demo,Rep_15,Qualification
2024-10-01,C00027,1,1.1,0.73,Meeting,Rep_23,Closed Won
2024-11-01,C00027,1,1.17,0.53,Meeting,Rep_23,Prospecting
2025-02-01,C00027,4,2.9,1.29,Call,Rep_09,Qualification
2025-04-01,C00027,2,1.32,0.62,Account Review,Rep_16,Negotiation
2025-05-01,C00027,3,0.76,1.83,Account Review,Rep_02,Nurture
2025-07-01,C00027,3,1.35,2.51,Meeting,Rep_11,Qualification
2025-08-01,C00027,3,3.19,1.87,Email,Rep_19,Prospecting
2025-09-01,C00027,4,2.95,2.07,Email,Rep_10,Proposal
2025-10-01,C00027,1,0.68,0.8,Email,Rep_06,Prospecting
2023-04-01,C00028,2,0.62,1.5,Email,Rep_12,Closed Lost
2023-05-01,C00028,2,1.49,1.34,Email,Rep_20,Negotiation
2023-06-01,C00028,3,2.87,0.97,Meeting,Rep_18,Qualification
2023-10-01,C00028,2,1.79,0.53,Demo,Rep_23,Negotiation
2023-12-01,C00028,2,0.58,0.85,Meeting,Rep_15,Qualification
2024-05-01,C00028,2,0.87,0.4,Call,Rep_03,Proposal
2024-06-01,C00028,1,0.28,0.52,Email,Rep_24,Closed Won
2025-05-01,C00028,3,2.74,1.48,Meeting,Rep_25,Negotiation
2025-08-01,C00028,4,1.89,1.21,Email,Rep_23,Proposal
2025-09-01,C00028,3,1.14,0.81,Email,Rep_12,Proposal
2025-10-01,C00028,7,1.86,2.07,Call,Rep_04,Prospecting
2025-12-01,C00028,4,1.86,3.41,Call,Rep_06,Nurture
2023-01-01,C00029,3,3.46,0.74,Proposal,Rep_07,Negotiation
2023-02-01,C00029,2,1.51,1.42,Call,Rep_10,Closed Won
2023-03-01,C00029,1,0.26,0.4,Meeting,Rep_17,Qualification
2023-04-01,C00029,2,2.08,1.41,Email,Rep_05,
2023-06-01,C00029,3,1.28,1.07,Meeting,Rep_05,Prospecting
2023-08-01,C00029,1,0.81,0.6,Meeting,Rep_16,Closed Won
2023-12-01,C00029,2,2.2,0.63,Account Review,Rep_04,Prospecting
2024-01-01,C00029,2,1.86,0.35,Email,Rep_10,Qualification
2024-02-01,C00029,1,0.4,0.33,Call,Rep_24,Negotiation
2024-03-01,C00029,2,2.14,1.19,Meeting,Rep_18,Nurture
2024-05-01,C00029,2,1.82,0.41,Account Review,Rep_02,Negotiation
2024-06-01,C00029,1,1.06,0.76,Proposal,Rep_09,Closed Won
2024-07-01,C00029,3,2.29,1.06,Meeting,Rep_22,Closed Won
2024-08-01,C00029,6,4.09,3.13,Account Review,Rep_01,Proposal
2024-09-01,C00029,2,1.1,0.52,Call,Rep_17,Qualification
2024-10-01,C00029,2,0.54,0.31,Account Review,Rep_03,Closed Lost
2024-12-01,C00029,2,1.7,1.44,Email,Rep_13,Nurture
2025-01-01,C00029,1,0.64,0.24,Meeting,Rep_01,Proposal
2025-02-01,C00029,4,2.51,2.09,Proposal,Rep_02,Closed Won
2025-03-01,C00029,5,3.29,1.41,Meeting,Rep_14,Closed Won
2025-05-01,C00029,2,2.22,1.24,Email,Rep_23,Nurture
2025-07-01,C00029,1,0.28,0.37,Email,Rep_02,Proposal
2025-08-01,C00029,1,0.61,0.49,Account Review,Rep_11,Proposal
2025-09-01,C00029,2,1.68,0.89,Email,Rep_25,Prospecting
2025-10-01,C00029,4,1.89,3.6,Proposal,Rep_11,Qualification
2023-01-01,C00030,4,2.08,2.98,Meeting,Rep_16,Qualification
2023-07-01,C00030,2,1.47,0.94,Email,Rep_01,Prospecting
2023-10-01,C00030,5,3.57,3.0,Email,Rep_22,Prospecting
2023-12-01,C00030,1,0.62,0.27,Call,Rep_24,Closed Lost
2024-04-01,C00030,2,1.03,0.47,Email,Rep_03,
2024-06-01,C00030,1,1.01,0.73,Email,Rep_08,Closed Won
2024-08-01,C00030,1,1.17,0.28,Email,Rep_20,Closed Lost
2024-10-01,C00030,3,1.49,2.51,Call,Rep_17,Negotiation
2025-04-01,C00030,12,8.99,6.7,Account Review,Rep_16,Proposal
2025-07-01,C00030,2,1.72,1.1,Call,Rep_17,Prospecting
2025-11-01,C00030,2,1.67,0.36,Email,Rep_15,Closed Won
2023-04-01,C00031,5,2.94,0.85,Email,Rep_18,Proposal
2023-06-01,C00031,7,4.77,6.1,Email,Rep_03,Nurture
2023-07-01,C00031,6,3.19,3.68,Call,Rep_12,Prospecting
2023-10-01,C00031,7,3.65,2.85,Account Review,Rep_17,Qualification
2023-11-01,C00031,1,0.63,0.47,Meeting,Rep_02,Closed Lost
2023-12-01,C00031,3,3.49,0.62,Email,Rep_13,Proposal
2024-01-01,C00031,2,0.77,1.58,Meeting,Rep_12,Prospecting
2024-02-01,C00031,7,6.81,2.15,Proposal,Rep_02,Qualification
2024-07-01,C00031,8,7.29,2.99,Proposal,Rep_02,Nurture
2024-08-01,C00031,3,1.13,2.34,Email,Rep_23,Proposal
2024-09-01,C00031,3,2.07,2.65,Email,Rep_11,Proposal
2024-10-01,C00031,5,2.14,3.2,Meeting,Rep_13,Nurture
2025-03-01,C00031,4,1.06,0.89,Email,Rep_13,Negotiation
2025-07-01,C00031,6,5.53,1.92,Email,Rep_15,Closed Won
2025-08-01,C00031,1,0.62,0.35,Account Review,Rep_16,Proposal
2025-09-01,C00031,4,2.94,1.85,Call,Rep_03,Qualification
2025-12-01,C00031,2,0.74,1.24,Email,Rep_22,Nurture
2023-03-01,C00032,2,2.32,1.49,Demo,Rep_19,Qualification
2023-04-01,C00032,1,0.4,0.63,Call,Rep_08,Closed Won
2023-05-01,C00032,3,0.78,2.64,Email,Rep_12,Closed Lost
2023-06-01,C00032,3,1.05,1.42,Email,Rep_24,Prospecting
2023-07-01,C00032,5,4.28,3.8,Email,Rep_13,Proposal
2023-08-01,C00032,2,0.9,1.25,Call,Rep_04,Qualification
2023-09-01,C00032,2,0.72,0.91,Call,Rep_04,Proposal
2023-10-01,C00032,6,2.19,2.81,Call,Rep_08,Qualification
2023-11-01,C00032,4,1.83,3.32,Meeting,Rep_08,Qualification
2024-01-01,C00032,3,1.87,2.18,Email,Rep_16,Nurture
2024-02-01,C00032,4,1.21,1.27,Proposal,Rep_24,Prospecting
2024-05-01,C00032,5,4.43,2.11,Call,Rep_04,Qualification
2024-06-01,C00032,1,0.82,0.72,Email,Rep_12,Qualification
2024-07-01,C00032,8,8.77,5.77,Meeting,Rep_17,Qualification
2024-09-01,C00032,6,2.39,2.56,Call,Rep_08,Closed Won
2024-10-01,C00032,1,0.83,0.41,Call,Rep_09,Proposal
2024-12-01,C00032,5,5.25,2.1,Call,Rep_05,Prospecting
2025-01-01,C00032,4,3.32,1.1,Demo,Rep_09,Closed Lost
2025-03-01,C00032,4,3.89,3.48,Call,Rep_11,Nurture
2025-04-01,C00032,5,5.81,3.4,Call,Rep_21,Prospecting
2025-05-01,C00032,6,6.85,4.01,Call,Rep_04,Qualification
2025-06-01,C00032,2,1.49,1.65,Call,Rep_11,Prospecting
2025-10-01,C00032,2,1.12,0.78,Call,Rep_12,Prospecting
2025-11-01,C00032,6,3.63,4.86,Email,Rep_09,Closed Lost
2023-01-01,C00033,6,3.05,2.15,Email,Rep_21,Closed Won
2023-05-01,C00033,2,0.57,1.04,Proposal,Rep_24,Negotiation
2023-08-01,C00033,1,0.95,0.21,Call,Rep_14,Closed Won
2023-09-01,C00033,2,1.22,1.26,Call,Rep_04,Prospecting
2023-10-01,C00033,5,2.59,3.53,Demo,Rep_11,Prospecting
2024-01-01,C00033,1,0.52,0.44,Call,Rep_15,Nurture
2024-02-01,C00033,2,0.5,1.01,Call,Rep_10,Prospecting
2024-08-01,C00033,4,1.75,1.41,Call,Rep_19,Qualification
2024-09-01,C00033,2,1.79,0.66,Demo,Rep_12,Qualification
2024-10-01,C00033,2,1.99,0.76,Proposal,Rep_10,Negotiation
2024-12-01,C00033,1,0.38,0.37,Call,Rep_16,Qualification
2025-01-01,C00033,5,1.38,3.68,Email,Rep_15,Closed Won
2025-04-01,C00033,3,2.25,0.78,Account Review,Rep_11,
2025-05-01,C00033,2,1.9,0.87,Email,Rep_20,Prospecting
2025-06-01,C00033,2,1.2,0.92,Meeting,Rep_23,Closed Lost
2025-07-01,C00033,1,1.12,0.86,Call,Rep_08,Closed Won
2025-09-01,C00033,3,0.97,0.91,Proposal,Rep_20,Negotiation
2025-10-01,C00033,4,1.09,1.64,Call,Rep_01,Prospecting
2025-11-01,C00033,1,0.45,0.68,Demo,Rep_21,Closed Won
2025-12-01,C00033,1,1.13,0.82,Call,Rep_14,Nurture
2023-01-01,C00034,3,1.42,1.47,Call,Rep_14,Closed Won
2023-02-01,C00034,5,2.47,1.46,Email,Rep_13,Qualification
2023-03-01,C00034,3,3.59,1.66,Call,Rep_02,Prospecting
2023-06-01,C00034,3,2.17,0.67,Email,Rep_02,Nurture
2023-07-01,C00034,1,0.57,0.63,Proposal,Rep_21,Closed Won
2023-09-01,C00034,3,1.86,2.24,Account Review,Rep_04,Qualification
2023-10-01,C00034,4,2.76,2.43,Call,Rep_16,Qualification
2023-11-01,C00034,5,4.17,2.59,Email,Rep_08,Nurture
2023-12-01,C00034,2,0.97,1.31,Demo,Rep_06,Qualification
2024-01-01,C00034,3,2.81,2.21,Meeting,Rep_13,Prospecting
2024-02-01,C00034,7,6.15,1.39,Meeting,Rep_25,Prospecting
2024-03-01,C00034,5,2.59,1.71,Proposal,Rep_12,Qualification
2024-04-01,C00034,5,4.87,1.24,Account Review,Rep_20,Negotiation
2024-05-01,C00034,6,6.16,2.74,Meeting,Rep_23,Prospecting
2024-06-01,C00034,1,0.35,0.46,Call,Rep_04,Proposal
2024-08-01,C00034,2,1.43,1.0,Email,Rep_03,Closed Won
2024-10-01,C00034,9,9.36,2.74,Meeting,Rep_04,Prospecting
2024-12-01,C00034,6,6.65,5.36,Meeting,Rep_18,Proposal
2025-01-01,C00034,2,1.51,1.47,Call,Rep_19,Negotiation
2025-02-01,C00034,5,2.42,3.57,Meeting,Rep_22,Negotiation
2025-03-01,C00034,1,1.17,0.21,Account Review,Rep_07,Qualification
2025-04-01,C00034,6,2.01,1.51,Demo,Rep_18,Proposal
2025-09-01,C00034,3,2.99,1.16,Account Review,Rep_24,Proposal
2025-10-01,C00034,4,2.03,2.07,Proposal,Rep_12,Proposal
2025-11-01,C00034,3,2.82,0.74,Email,Rep_05,Proposal
2025-12-01,C00034,2,1.18,0.9,Demo,Rep_10,Proposal
2023-01-01,C00035,3,1.99,1.9,Call,Rep_04,Closed Won
2023-02-01,C00035,4,4.49,2.14,Email,Rep_19,Nurture
2023-08-01,C00035,2,2.01,0.56,Call,Rep_03,Nurture
2023-11-01,C00035,3,2.46,1.81,Meeting,Rep_10,Qualification
2023-12-01,C00035,4,4.53,3.1,Account Review,Rep_18,Proposal
2024-02-01,C00035,2,2.33,1.63,Email,Rep_20,Prospecting
2024-04-01,C00035,4,3.14,0.81,Meeting,Rep_22,Negotiation
2024-06-01,C00035,10,3.36,3.32,Email,Rep_03,Prospecting
2024-07-01,C00035,2,1.75,0.93,Email,Rep_22,Closed Won
2024-12-01,C00035,2,1.79,0.33,Meeting,Rep_24,Closed Won
2025-02-01,C00035,1,0.92,0.16,Meeting,Rep_17,Closed Won
2025-06-01,C00035,1,0.89,0.26,Meeting,Rep_21,Nurture
2025-07-01,C00035,4,4.41,1.9,Demo,Rep_17,Nurture
2025-10-01,C00035,1,0.48,0.86,Email,Rep_22,Prospecting
2023-02-01,C00036,3,3.31,0.86,Call,Rep_19,Nurture
2023-06-01,C00036,3,2.32,1.8,Email,Rep_20,Prospecting
2023-07-01,C00036,3,1.4,1.13,Call,Rep_20,Nurture
2023-08-01,C00036,6,2.71,2.04,Email,Rep_15,Qualification
2023-11-01,C00036,1,1.09,0.46,Demo,Rep_08,Qualification
2023-12-01,C00036,2,2.02,1.32,Account Review,Rep_22,Prospecting
2024-01-01,C00036,3,2.46,1.32,Call,Rep_14,Nurture
2024-02-01,C00036,4,4.12,1.07,Demo,Rep_17,Closed Won
2024-03-01,C00036,3,3.15,1.52,Email,Rep_09,Nurture
2024-04-01,C00036,5,4.69,3.37,Call,Rep_10,Negotiation
2024-05-01,C00036,4,4.4,3.2,Email,Rep_23,Prospecting
2024-09-01,C00036,2,0.73,1.07,Account Review,Rep_16,Prospecting
2024-11-01,C00036,5,3.86,1.55,Call,Rep_16,Nurture
2025-02-01,C00036,3,2.78,2.61,Meeting,Rep_15,Qualification
2025-03-01,C00036,3,0.9,2.32,Call,Rep_18,Nurture
2025-04-01,C00036,3,1.19,1.26,Email,Rep_06,Proposal
2025-05-01,C00036,6,6.32,3.83,Account Review,Rep_19,
2025-08-01,C00036,3,2.6,1.03,Call,Rep_20,Prospecting
2025-09-01,C00036,4,1.69,3.36,Call,Rep_11,Closed Lost
2025-11-01,C00036,3,2.59,1.57,Demo,Rep_21,Qualification
2023-01-01,C00037,6,2.5,2.14,Meeting,Rep_20,Nurture
2023-06-01,C00037,3,1.13,2.14,Account Review,Rep_16,Prospecting
2023-07-01,C00037,4,4.69,0.95,Email,Rep_09,Prospecting
2023-10-01,C00037,3,0.79,2.18,Email,Rep_15,Nurture
2024-01-01,C00037,5,4.97,1.09,Demo,Rep_13,Closed Lost
2024-02-01,C00037,6,1.57,2.66,Email,Rep_13,Qualification
2024-05-01,C00037,1,0.61,0.42,Email,Rep_07,Negotiation
2024-06-01,C00037,8,7.53,2.46,Call,Rep_03,Prospecting
2024-07-01,C00037,5,5.63,2.83,Email,Rep_22,Closed Won
2024-08-01,C00037,5,3.79,1.38,Call,Rep_08,Proposal
2024-09-01,C00037,7,6.54,5.8,Account Review,Rep_24,Nurture
2024-11-01,C00037,3,2.07,1.13,Meeting,Rep_08,Proposal
2024-12-01,C00037,7,6.31,1.61,Email,Rep_25,Prospecting
2025-01-01,C00037,1,0.44,0.3,Proposal,Rep_22,Qualification
2025-03-01,C00037,3,1.74,2.15,Email,Rep_10,Nurture
2025-05-01,C00037,1,0.49,0.47,Email,Rep_14,Qualification
2025-06-01,C00037,7,7.55,4.38,Demo,Rep_14,Negotiation
2025-07-01,C00037,6,3.45,4.66,Demo,Rep_05,Qualification
2025-08-01,C00037,1,0.29,0.86,Account Review,Rep_10,Qualification
2025-09-01,C00037,3,0.84,1.53,Call,Rep_13,Prospecting
2025-10-01,C00037,3,2.84,2.44,Email,Rep_17,Proposal
2025-12-01,C00037,3,1.49,1.11,Demo,Rep_12,Prospecting
2023-01-01,C00038,4,1.74,1.28,Email,Rep_05,
2023-02-01,C00038,2,0.78,1.4,Call,Rep_24,Prospecting
2023-04-01,C00038,5,5.29,1.25,Email,Rep_13,Prospecting
2023-06-01,C00038,7,6.7,1.39,Email,Rep_05,Closed Won
2023-07-01,C00038,3,3.39,0.66,Email,Rep_19,Negotiation
2023-08-01,C00038,1,0.75,0.86,Proposal,Rep_12,Closed Won
2023-09-01,C00038,3,1.93,2.42,Call,Rep_20,Prospecting
2023-10-01,C00038,2,1.33,1.01,Demo,Rep_13,Qualification
2023-11-01,C00038,1,0.72,0.3,Call,Rep_18,Negotiation
2024-06-01,C00038,1,1.07,0.43,Proposal,Rep_06,Prospecting
2024-07-01,C00038,4,3.7,2.13,Meeting,Rep_18,Qualification
2024-08-01,C00038,2,2.23,0.35,Meeting,Rep_17,Prospecting
2024-10-01,C00038,2,2.01,0.66,Meeting,Rep_24,Closed Won
2024-11-01,C00038,3,3.22,0.81,Call,Rep_19,Negotiation
2024-12-01,C00038,2,2.13,0.34,Account Review,Rep_17,Proposal
2025-01-01,C00038,1,0.72,0.55,Email,Rep_13,Negotiation
2025-02-01,C00038,2,2.21,0.87,Demo,Rep_11,Nurture
2025-05-01,C00038,1,0.65,0.87,Email,Rep_20,Qualification
2025-06-01,C00038,4,4.78,3.33,Email,Rep_09,Proposal
2025-09-01,C00038,2,1.69,0.99,Email,Rep_21,Prospecting
2025-10-01,C00038,1,1.1,0.21,Email,Rep_21,Closed Lost
2025-11-01,C00038,5,4.2,2.28,Call,Rep_09,Closed Won
2023-02-01,C00039,4,1.43,2.02,Account Review,Rep_01,Nurture
2023-04-01,C00039,6,2.78,4.0,Meeting,Rep_07,Proposal
2023-06-01,C00039,4,3.12,1.69,Email,Rep_25,Closed Lost
2023-07-01,C00039,6,7.09,4.22,Call,Rep_13,Qualification
2023-08-01,C00039,3,2.7,1.18,Email,Rep_25,Nurture
2023-09-01,C00039,4,2.54,3.58,Call,Rep_09,Proposal
2023-10-01,C00039,4,2.03,2.33,Meeting,Rep_18,Nurture
2023-12-01,C00039,5,1.36,3.79,Call,Rep_14,Proposal
2024-02-01,C00039,2,1.29,1.43,Call,Rep_16,Closed Lost
2024-03-01,C00039,1,1.12,0.24,Meeting,Rep_03,Prospecting
2024-07-01,C00039,3,1.23,0.47,Email,Rep_20,Prospecting
2024-08-01,C00039,8,9.06,2.24,Email,Rep_01,Closed Won
2024-09-01,C00039,2,2.36,0.7,Email,Rep_12,Negotiation
2024-10-01,C00039,3,2.35,0.94,Call,Rep_18,Prospecting
2024-11-01,C00039,3,2.08,2.62,Meeting,Rep_22,Closed Won
2025-02-01,C00039,2,1.61,1.79,Proposal,Rep_23,Qualification
2025-03-01,C00039,1,0.26,0.66,Call,Rep_14,
2025-07-01,C00039,1,0.48,0.22,Meeting,Rep_21,Proposal
2025-08-01,C00039,1,0.26,0.6,Meeting,Rep_24,Qualification
2025-10-01,C00039,1,0.27,0.72,Call,Rep_14,Qualification
2025-11-01,C00039,1,1.01,0.83,Email,Rep_16,Prospecting
2023-08-01,C00040,1,0.71,0.71,Email,Rep_20,Nurture
2024-07-01,C00040,2,1.22,1.47,Meeting,Rep_18,Closed Lost
2024-08-01,C00040,2,1.58,0.92,Demo,Rep_06,Prospecting
2024-09-01,C00040,3,1.82,2.57,Account Review,Rep_16,Nurture
2025-01-01,C00040,2,0.74,0.41,Demo,Rep_06,Qualification
2025-02-01,C00040,6,2.82,2.19,Proposal,Rep_11,Qualification
2025-05-01,C00040,5,5.73,1.45,Proposal,Rep_01,Proposal
2025-10-01,C00040,2,2.18,1.54,Account Review,Rep_21,Proposal
2025-11-01,C00040,1,0.49,0.54,Call,Rep_01,Prospecting
2025-12-01,C00040,2,1.78,1.65,Email,Rep_18,Closed Won
2023-03-01,C00041,2,0.83,0.58,Call,Rep_13,Prospecting
2023-04-01,C00041,7,4.48,2.36,Email,Rep_16,Prospecting
